lat,lon,ta_avg,td_avg,hm_avg
35.962563,128.950187,13.8,7.3,69.0
35.967163,128.950396,13.9,7.2,68.0
35.971762,128.950604,13.9,7.2,68.0
35.976362,128.950813,13.8,7.2,68.0
35.980961,128.951022,13.8,7.3,69.0
35.985561,128.95123,13.7,7.6,70.0
35.99016,128.951439,13.7,7.7,71.0
35.99476,128.951648,13.5,7.5,72.0
35.99936,128.951857,13.4,7.4,72.0
36.00396,128.952065,13.3,7.4,72.0
36.00856,128.952274,13.2,7.3,72.0
36.013159,128.952483,13.0,7.1,72.0
36.017759,128.952692,12.9,7.1,72.0
36.022359,128.952901,12.9,7.1,72.0
36.026959,128.95311,12.8,7.0,72.0
36.03156,128.953319,12.7,6.9,72.0
36.03616,128.953528,12.6,6.8,72.0
36.04076,128.953737,12.6,6.8,72.0
36.04536,128.953946,12.7,6.9,72.0
36.049961,128.954155,12.8,7.0,72.0
36.054561,128.954364,12.9,7.1,72.0
36.059161,128.954574,12.8,7.0,72.0
36.063762,128.954783,12.6,6.8,72.0
36.068363,128.954992,12.5,6.7,72.0
36.072963,128.955201,12.4,6.6,72.0
36.077564,128.955411,12.3,6.5,72.0
36.082165,128.95562,12.1,6.4,72.0
36.086765,128.955829,12.0,6.3,72.0
36.091366,128.956039,12.0,6.3,72.0
36.095967,128.956248,12.0,6.3,72.0
36.100568,128.956457,11.9,6.2,72.0
36.105169,128.956667,11.8,6.2,72.0
36.10977,128.956876,12.1,6.2,71.0
36.114371,128.957086,12.2,6.2,70.0
36.118972,128.957296,11.9,6.2,72.0
36.123573,128.957505,12.0,6.2,71.0
36.128175,128.957715,12.5,6.2,69.0
36.132776,128.957924,12.6,6.2,68.0
36.137377,128.958134,12.6,6.1,68.0
36.141979,128.958344,12.6,6.1,68.0
36.14658,128.958554,12.5,6.2,69.0
36.151182,128.958763,12.5,6.0,68.0
36.155783,128.958973,11.6,4.9,67.0
36.160385,128.959183,10.9,4.4,68.0
36.164987,128.959393,10.9,4.4,68.0
36.169588,128.959603,10.9,4.3,68.0
35.833634,128.950005,13.0,6.6,68.0
35.838232,128.950213,12.9,6.6,69.0
35.84283,128.950421,12.8,6.6,69.0
35.847428,128.950629,12.7,6.6,70.0
35.852026,128.950838,12.7,6.7,70.0
35.856624,128.951046,12.7,6.8,71.0
35.861222,128.951254,12.8,7.1,73.0
35.86582,128.951463,13.1,7.4,73.0
35.870418,128.951671,13.3,7.4,72.0
35.875016,128.951879,13.1,7.4,73.0
35.879615,128.952088,12.8,7.1,73.0
35.884213,128.952296,12.6,6.8,71.0
35.888811,128.952505,12.6,6.6,71.0
35.89341,128.952713,12.6,6.6,71.0
35.898008,128.952922,12.6,6.6,71.0
35.902607,128.95313,12.7,6.9,72.0
35.907206,128.953339,13.3,7.4,72.0
35.911804,128.953548,13.7,7.5,71.0
35.916403,128.953756,13.8,7.5,70.0
35.921002,128.953965,13.8,7.4,69.0
35.925601,128.954174,13.8,7.3,69.0
35.9302,128.954382,13.8,7.3,69.0
35.934799,128.954591,13.8,7.3,68.0
35.939398,128.9548,13.9,7.2,68.0
35.943997,128.955009,13.9,7.2,68.0
35.948596,128.955218,13.8,7.3,69.0
35.953195,128.955427,13.8,7.6,71.0
35.957794,128.955635,13.7,7.6,71.0
35.962394,128.955844,13.8,7.6,70.0
35.966993,128.956053,13.8,7.2,68.0
35.971592,128.956262,13.8,7.2,68.0
35.976192,128.956471,13.8,7.2,68.0
35.980791,128.956681,13.8,7.3,69.0
35.985391,128.95689,13.7,7.4,69.0
35.989991,128.957099,13.7,7.6,71.0
35.99459,128.957308,13.6,7.6,71.0
35.99919,128.957517,13.5,7.5,72.0
36.00379,128.957726,13.4,7.4,72.0
36.00839,128.957936,13.3,7.4,72.0
36.01299,128.958145,13.1,7.2,72.0
36.017589,128.958354,12.9,7.1,72.0
36.022189,128.958564,12.9,7.0,72.0
36.02679,128.958773,12.8,7.0,72.0
36.03139,128.958982,12.8,7.0,72.0
36.03599,128.959192,12.7,6.9,72.0
36.04059,128.959401,12.6,6.8,72.0
36.04519,128.959611,12.6,6.8,72.0
36.049791,128.95982,12.7,6.9,72.0
36.054391,128.96003,12.8,7.0,72.0
36.058991,128.960239,12.7,6.9,72.0
36.063592,128.960449,12.6,6.8,72.0
36.068192,128.960659,12.6,6.8,72.0
36.072793,128.960868,12.4,6.6,72.0
36.077394,128.961078,12.3,6.5,72.0
36.081994,128.961288,12.1,6.4,72.0
36.086595,128.961497,12.0,6.3,72.0
36.091196,128.961707,12.0,6.3,72.0
36.095797,128.961917,12.0,6.2,72.0
36.100398,128.962127,11.9,6.2,72.0
36.104999,128.962337,12.3,6.3,70.0
36.1096,128.962547,12.6,6.2,69.0
36.114201,128.962757,12.6,6.2,68.0
36.118802,128.962967,12.2,6.2,70.0
36.123403,128.963177,11.9,6.2,72.0
36.128004,128.963387,12.5,6.2,69.0
36.132606,128.963597,12.5,6.0,68.0
36.137207,128.963807,12.0,5.4,67.0
36.141808,128.964017,12.1,5.5,67.0
36.14641,128.964227,12.5,6.1,68.0
36.151011,128.964437,12.4,6.0,68.0
36.155613,128.964647,11.5,4.7,66.0
36.160215,128.964858,10.4,4.4,70.0
36.164816,128.965068,10.0,4.3,71.0
35.838062,128.95586,12.9,6.6,68.0
35.84266,128.956068,12.9,6.6,69.0
35.847258,128.956277,12.8,6.6,69.0
35.851856,128.956485,12.7,6.6,70.0
35.856454,128.956694,12.7,6.6,70.0
35.861052,128.956903,12.7,6.9,72.0
35.86565,128.957112,12.9,7.3,73.0
35.870248,128.95732,13.1,7.4,73.0
35.874847,128.957529,13.0,7.3,73.0
35.879445,128.957738,12.8,7.1,73.0
35.884043,128.957947,12.7,6.8,72.0
35.888642,128.958156,12.6,6.8,71.0
35.89324,128.958365,12.7,6.9,72.0
35.897839,128.958574,12.7,6.9,72.0
35.902437,128.958783,12.9,7.2,73.0
35.907036,128.958992,13.4,7.5,72.0
35.911634,128.959201,13.7,7.5,71.0
35.916233,128.95941,13.8,7.5,70.0
35.920832,128.959619,13.8,7.5,70.0
35.925431,128.959828,13.8,7.5,70.0
35.93003,128.960037,13.8,7.5,70.0
35.934629,128.960246,13.8,7.4,70.0
35.939228,128.960455,13.8,7.3,68.0
35.943827,128.960665,13.9,7.2,68.0
35.948426,128.960874,13.8,7.3,68.0
35.953025,128.961083,13.8,7.5,70.0
35.957624,128.961292,13.7,7.6,71.0
35.962224,128.961502,13.7,7.6,71.0
35.966823,128.961711,13.8,7.4,69.0
35.971422,128.961921,13.8,7.2,68.0
35.976022,128.96213,13.8,7.2,68.0
35.980621,128.96234,13.8,7.2,68.0
35.985221,128.962549,13.8,7.3,69.0
35.98982,128.962759,13.7,7.4,70.0
35.99442,128.962968,13.7,7.6,70.0
35.99902,128.963178,13.6,7.6,71.0
36.00362,128.963387,13.5,7.6,71.0
36.008219,128.963597,13.4,7.4,72.0
36.012819,128.963807,13.3,7.4,72.0
36.017419,128.964016,13.1,7.2,72.0
36.022019,128.964226,13.0,7.2,72.0
36.026619,128.964436,13.0,7.1,72.0
36.031219,128.964646,13.0,7.2,72.0
36.03582,128.964856,13.0,7.2,72.0
36.04042,128.965065,12.9,7.1,72.0
36.04502,128.965275,12.8,7.0,72.0
36.04962,128.965485,12.8,7.0,72.0
36.054221,128.965695,12.7,6.9,72.0
36.058821,128.965905,12.5,6.7,72.0
36.063422,128.966115,12.5,6.7,72.0
36.068022,128.966325,12.5,6.7,72.0
36.072623,128.966535,12.3,6.5,72.0
36.077223,128.966745,12.2,6.4,71.0
36.081824,128.966955,12.1,6.4,71.0
36.086425,128.967166,12.0,6.3,72.0
36.091026,128.967376,11.9,6.2,72.0
36.095626,128.967586,11.9,6.2,72.0
36.100227,128.967796,12.2,6.3,71.0
36.104828,128.968007,12.6,6.2,68.0
36.109429,128.968217,12.6,6.1,68.0
36.11403,128.968427,12.4,6.0,68.0
36.118631,128.968638,12.6,6.1,68.0
36.123233,128.968848,12.3,6.2,70.0
36.127834,128.969058,12.4,6.2,70.0
36.132435,128.969269,12.4,5.9,68.0
36.137036,128.969479,11.7,4.9,67.0
36.141638,128.96969,11.7,5.0,67.0
36.146239,128.9699,12.2,5.6,68.0
36.150841,128.970111,11.9,5.1,67.0
36.155442,128.970322,10.8,4.4,68.0
36.160044,128.970532,9.8,4.2,72.0
35.84249,128.961715,12.7,6.4,68.0
35.847088,128.961924,12.9,6.6,68.0
35.851686,128.962133,12.9,6.6,69.0
35.856284,128.962342,12.7,6.6,70.0
35.860882,128.962551,12.7,6.8,71.0
35.86548,128.962761,12.8,7.1,72.0
35.870078,128.96297,12.8,7.2,73.0
35.874676,128.963179,12.8,7.1,73.0
35.879275,128.963388,12.7,6.8,72.0
35.883873,128.963597,12.6,6.6,71.0
35.888471,128.963807,12.6,6.6,71.0
35.89307,128.964016,12.6,6.8,71.0
35.897668,128.964225,12.7,6.9,72.0
35.902267,128.964435,12.8,7.0,72.0
35.906866,128.964644,13.1,7.3,73.0
35.911464,128.964853,13.5,7.5,72.0
35.916063,128.965063,13.6,7.6,71.0
35.920662,128.965272,13.7,7.6,71.0
35.925261,128.965482,13.7,7.6,71.0
35.929859,128.965692,13.7,7.6,71.0
35.934458,128.965901,13.8,7.6,70.0
35.939057,128.966111,13.8,7.3,69.0
35.943656,128.96632,13.9,7.2,68.0
35.948256,128.96653,13.8,7.3,69.0
35.952855,128.96674,13.8,7.5,70.0
35.957454,128.966949,13.7,7.6,71.0
35.962053,128.967159,13.6,7.6,71.0
35.966653,128.967369,13.7,7.6,71.0
35.971252,128.967579,13.8,7.4,69.0
35.975851,128.967789,13.8,7.2,68.0
35.980451,128.967998,13.8,7.3,68.0
35.98505,128.968208,13.8,7.3,68.0
35.98965,128.968418,13.8,7.3,69.0
35.99425,128.968628,13.8,7.4,69.0
35.998849,128.968838,13.7,7.5,70.0
36.003449,128.969048,13.7,7.6,70.0
36.008049,128.969258,13.6,7.6,71.0
36.012649,128.969468,13.5,7.5,71.0
36.017249,128.969679,13.3,7.4,72.0
36.021849,128.969889,13.3,7.4,72.0
36.026449,128.970099,13.3,7.4,72.0
36.031049,128.970309,13.3,7.4,72.0
36.035649,128.970519,13.4,7.5,72.0
36.040249,128.97073,13.3,7.4,72.0
36.044849,128.97094,13.2,7.3,72.0
36.04945,128.97115,13.1,7.2,72.0
36.05405,128.97136,12.9,7.1,72.0
36.05865,128.971571,12.6,6.8,72.0
36.063251,128.971781,12.5,6.7,72.0
36.067851,128.971992,12.4,6.6,72.0
36.072452,128.972202,12.3,6.5,72.0
36.077053,128.972413,12.1,6.4,71.0
36.081653,128.972623,12.1,6.4,71.0
36.086254,128.972834,12.0,6.3,72.0
36.090855,128.973044,11.9,6.2,72.0
36.095456,128.973255,12.1,6.3,71.0
36.100057,128.973466,12.6,6.2,68.0
36.104657,128.973676,12.6,6.1,68.0
36.109258,128.973887,12.3,5.8,68.0
36.11386,128.974098,11.9,5.2,67.0
36.118461,128.974309,12.1,5.4,67.0
36.123062,128.974519,12.6,6.1,68.0
36.127663,128.97473,12.5,6.2,69.0
36.132264,128.974941,12.3,5.7,68.0
36.136866,128.975152,11.5,4.7,66.0
36.141467,128.975363,11.6,4.8,66.0
36.146068,128.975574,11.9,5.2,67.0
36.15067,128.975785,11.4,4.6,66.0
36.155271,128.975996,10.4,4.4,70.0
36.159873,128.976207,9.7,4.2,72.0
36.164475,128.976418,9.2,3.9,73.0
35.84232,128.967362,12.4,6.0,68.0
35.846917,128.967572,12.8,6.5,68.0
35.851515,128.967781,12.9,6.6,69.0
35.856113,128.96799,12.7,6.6,69.0
35.860711,128.9682,12.7,6.6,70.0
35.86531,128.968409,12.7,6.7,71.0
35.869908,128.968619,12.7,6.8,71.0
35.874506,128.968829,12.7,6.8,71.0
35.879104,128.969038,12.6,6.6,71.0
35.883703,128.969248,12.6,6.6,70.0
35.888301,128.969458,12.6,6.5,70.0
35.892899,128.969667,12.6,6.6,70.0
35.897498,128.969877,12.6,6.6,70.0
35.902096,128.970087,12.6,6.6,70.0
35.906695,128.970297,12.7,6.8,72.0
35.911294,128.970506,13.2,7.3,72.0
35.915892,128.970716,13.5,7.5,72.0
35.920491,128.970926,13.6,7.6,71.0
35.92509,128.971136,13.7,7.6,71.0
35.929689,128.971346,13.7,7.6,71.0
35.934288,128.971556,13.8,7.5,70.0
35.938887,128.971766,13.8,7.3,69.0
35.943486,128.971976,13.8,7.3,68.0
35.948085,128.972186,13.8,7.4,69.0
35.952684,128.972396,13.7,7.6,70.0
35.957283,128.972606,13.6,7.6,71.0
35.961883,128.972816,13.5,7.5,72.0
35.966482,128.973027,13.4,7.5,72.0
35.971081,128.973237,13.7,7.6,71.0
35.975681,128.973447,13.8,7.3,69.0
35.98028,128.973657,13.8,7.3,68.0
35.98488,128.973868,13.8,7.3,68.0
35.989479,128.974078,13.8,7.3,69.0
35.994079,128.974288,13.8,7.3,69.0
35.998679,128.974499,13.7,7.3,69.0
36.003278,128.974709,13.7,7.4,69.0
36.007878,128.97492,13.7,7.4,70.0
36.012478,128.97513,13.7,7.6,70.0
36.017078,128.975341,13.6,7.6,71.0
36.021678,128.975551,13.6,7.6,71.0
36.026278,128.975762,13.6,7.6,71.0
36.030878,128.975972,13.6,7.6,71.0
36.035478,128.976183,13.6,7.5,71.0
36.040078,128.976394,13.5,7.5,71.0
36.044678,128.976604,13.5,7.5,71.0
36.049279,128.976815,13.4,7.4,72.0
36.053879,128.977026,13.1,7.3,72.0
36.058479,128.977237,12.9,7.0,72.0
36.06308,128.977447,12.6,6.8,72.0
36.06768,128.977658,12.5,6.7,72.0
36.072281,128.977869,12.3,6.5,72.0
36.076882,128.97808,12.1,6.4,71.0
36.081482,128.978291,12.0,6.3,71.0
36.086083,128.978502,11.9,6.2,72.0
36.090684,128.978713,12.1,6.3,71.0
36.095285,128.978924,12.6,6.2,69.0
36.099885,128.979135,12.5,6.0,68.0
36.104486,128.979346,12.4,5.9,68.0
36.109087,128.979557,12.2,5.7,68.0
36.113688,128.979768,11.7,5.0,67.0
36.118289,128.979979,11.6,4.8,67.0
36.122891,128.980191,12.3,5.8,68.0
36.127492,128.980402,12.6,6.2,68.0
36.132093,128.980613,12.4,5.9,68.0
36.136694,128.980824,11.7,4.9,67.0
36.141296,128.981036,11.7,5.0,67.0
36.145897,128.981247,11.9,5.1,67.0
36.150499,128.981458,11.4,4.5,66.0
36.1551,128.98167,10.6,4.5,69.0
36.159702,128.981881,10.2,4.4,71.0
36.164303,128.982093,9.7,4.2,72.0
36.168905,128.982304,9.4,4.0,72.0
35.832953,128.97259,12.5,6.1,68.0
35.837551,128.972799,12.2,5.8,68.0
35.842149,128.973009,12.5,6.1,68.0
35.846747,128.973219,12.9,6.5,68.0
35.851345,128.973429,12.9,6.6,69.0
35.855943,128.973639,12.8,6.6,69.0
35.860541,128.973848,12.7,6.6,70.0
35.865139,128.974058,12.7,6.7,70.0
35.869737,128.974268,12.7,6.8,71.0
35.874335,128.974478,12.7,6.8,71.0
35.878933,128.974688,12.7,6.7,71.0
35.883532,128.974898,12.6,6.6,70.0
35.88813,128.975108,12.6,6.6,70.0
35.892729,128.975319,12.6,6.5,70.0
35.897327,128.975529,12.6,6.5,70.0
35.901926,128.975739,12.6,6.5,70.0
35.906524,128.975949,12.6,6.7,71.0
35.911123,128.976159,12.9,7.1,73.0
35.915722,128.97637,13.2,7.4,72.0
35.92032,128.97658,13.5,7.5,72.0
35.924919,128.97679,13.6,7.6,71.0
35.929518,128.977001,13.7,7.6,71.0
35.934117,128.977211,13.8,7.5,70.0
35.938716,128.977421,13.8,7.3,68.0
35.943315,128.977632,13.8,7.3,68.0
35.947914,128.977842,13.8,7.5,70.0
35.952513,128.978053,13.7,7.6,71.0
35.957112,128.978263,13.5,7.5,71.0
35.961712,128.978474,13.4,7.4,72.0
35.966311,128.978684,13.3,7.4,72.0
35.97091,128.978895,13.6,7.6,71.0
35.97551,128.979106,13.8,7.5,70.0
35.980109,128.979316,13.8,7.3,69.0
35.984709,128.979527,13.8,7.3,69.0
35.989308,128.979738,13.8,7.4,69.0
35.993908,128.979948,13.8,7.4,69.0
35.998507,128.980159,13.8,7.4,69.0
36.003107,128.98037,13.7,7.4,69.0
36.007707,128.980581,13.7,7.4,69.0
36.012307,128.980792,13.7,7.4,70.0
36.016907,128.981003,13.7,7.5,70.0
36.021507,128.981214,13.7,7.5,70.0
36.026107,128.981425,13.6,7.5,71.0
36.030707,128.981636,13.6,7.6,71.0
36.035307,128.981847,13.6,7.5,71.0
36.039907,128.982058,13.5,7.5,71.0
36.044507,128.982269,13.5,7.5,71.0
36.049107,128.98248,13.5,7.5,71.0
36.053708,128.982691,13.4,7.4,72.0
36.058308,128.982902,13.1,7.2,72.0
36.062909,128.983113,12.8,7.0,72.0
36.067509,128.983325,12.5,6.7,72.0
36.07211,128.983536,12.3,6.5,72.0
36.07671,128.983747,12.0,6.3,71.0
36.081311,128.983959,12.0,6.3,72.0
36.085912,128.98417,12.1,6.3,71.0
36.090512,128.984381,12.5,6.3,69.0
36.095113,128.984593,12.6,6.1,68.0
36.099714,128.984804,12.5,6.0,68.0
36.104315,128.985016,12.5,6.1,68.0
36.108916,128.985227,12.5,6.0,68.0
36.113517,128.985439,11.9,5.2,67.0
36.118118,128.98565,11.5,4.7,66.0
36.122719,128.985862,11.8,5.1,67.0
36.12732,128.986074,12.5,6.1,68.0
36.131921,128.986285,12.6,6.1,68.0
36.136523,128.986497,12.3,5.7,68.0
36.141124,128.986709,12.2,5.7,68.0
36.145726,128.98692,12.2,5.7,68.0
36.150327,128.987132,11.8,5.0,66.0
36.154928,128.987344,11.5,4.6,66.0
36.15953,128.987556,11.2,4.3,66.0
36.164132,128.987768,10.4,4.4,70.0
36.168733,128.98798,9.8,4.2,72.0
35.832782,128.978236,12.8,6.4,68.0
35.83738,128.978446,12.7,6.4,68.0
35.841978,128.978656,12.9,6.6,68.0
35.846576,128.978866,12.9,6.6,69.0
35.851174,128.979076,12.8,6.6,69.0
35.855772,128.979287,12.7,6.6,70.0
35.86037,128.979497,12.7,6.6,70.0
35.864968,128.979707,12.7,6.8,71.0
35.869566,128.979918,12.8,7.0,72.0
35.874164,128.980128,12.8,7.1,73.0
35.878762,128.980338,12.7,7.0,72.0
35.883361,128.980549,12.7,6.7,71.0
35.887959,128.980759,12.6,6.6,70.0
35.892557,128.98097,12.6,6.6,70.0
35.897156,128.98118,12.6,6.5,70.0
35.901754,128.981391,12.6,6.5,70.0
35.906353,128.981602,12.6,6.6,71.0
35.910952,128.981812,12.6,6.8,71.0
35.91555,128.982023,12.8,7.1,72.0
35.920149,128.982234,13.1,7.3,72.0
35.924748,128.982444,13.4,7.5,72.0
35.929347,128.982655,13.6,7.6,71.0
35.933946,128.982866,13.8,7.5,70.0
35.938545,128.983077,13.8,7.3,68.0
35.943144,128.983287,13.8,7.3,68.0
35.947743,128.983498,13.8,7.5,70.0
35.952342,128.983709,13.6,7.6,71.0
35.956941,128.98392,13.4,7.5,72.0
35.96154,128.984131,13.4,7.4,72.0
35.966139,128.984342,13.5,7.5,71.0
35.970739,128.984553,13.7,7.6,71.0
35.975338,128.984764,13.7,7.6,71.0
35.979938,128.984975,13.7,7.6,70.0
35.984537,128.985186,13.8,7.4,69.0
35.989137,128.985397,13.8,7.4,69.0
35.993736,128.985609,13.7,7.5,70.0
35.998336,128.98582,13.7,7.5,70.0
36.002936,128.986031,13.7,7.5,70.0
36.007535,128.986242,13.7,7.5,70.0
36.012135,128.986453,13.6,7.6,70.0
36.016735,128.986665,13.6,7.6,70.0
36.021335,128.986876,13.6,7.6,71.0
36.025935,128.987088,13.6,7.6,71.0
36.030535,128.987299,13.5,7.5,71.0
36.035135,128.98751,13.4,7.5,72.0
36.039735,128.987722,13.3,7.4,72.0
36.044336,128.987933,13.4,7.4,72.0
36.048936,128.988145,13.4,7.5,71.0
36.053536,128.988356,13.4,7.5,71.0
36.058136,128.988568,13.2,7.3,72.0
36.062737,128.98878,12.8,7.0,72.0
36.067337,128.988991,12.6,6.7,72.0
36.071938,128.989203,12.3,6.5,71.0
36.076538,128.989415,12.0,6.3,71.0
36.081139,128.989626,12.0,6.3,71.0
36.08574,128.989838,12.1,6.3,71.0
36.090341,128.99005,12.5,6.3,69.0
36.094941,128.990262,12.6,6.2,68.0
36.099542,128.990473,12.6,6.2,68.0
36.104143,128.990685,12.5,6.3,69.0
36.108744,128.990897,12.6,6.2,68.0
36.113345,128.991109,12.3,5.9,68.0
36.117946,128.991321,11.7,5.0,67.0
36.122547,128.991533,11.5,4.7,66.0
36.127148,128.991745,12.0,5.4,67.0
36.13175,128.991957,12.6,6.1,68.0
36.136351,128.992169,12.6,6.1,68.0
36.140952,128.992381,12.6,6.1,68.0
36.145554,128.992594,12.5,6.0,68.0
36.150155,128.992806,12.2,5.7,68.0
36.154757,128.993018,12.0,5.3,67.0
36.159358,128.99323,11.7,4.9,66.0
36.16396,128.993443,11.1,4.3,67.0
36.168561,128.993655,10.3,4.4,70.0
35.832611,128.983882,12.9,6.6,68.0
35.837209,128.984092,12.9,6.6,68.0
35.841807,128.984303,12.9,6.6,69.0
35.846404,128.984513,12.8,6.6,70.0
35.851002,128.984724,12.7,6.7,70.0
35.8556,128.984935,12.7,6.8,71.0
35.860198,128.985145,12.8,6.9,71.0
35.864796,128.985356,12.8,7.1,72.0
35.869395,128.985567,13.0,7.3,73.0
35.873993,128.985778,13.1,7.3,73.0
35.878591,128.985989,12.9,7.2,73.0
35.883189,128.986199,12.7,7.0,72.0
35.887788,128.98641,12.7,6.7,71.0
35.892386,128.986621,12.6,6.6,70.0
35.896984,128.986832,12.6,6.6,70.0
35.901583,128.987043,12.6,6.6,70.0
35.906182,128.987254,12.6,6.6,70.0
35.91078,128.987465,12.6,6.6,71.0
35.915379,128.987676,12.7,6.9,72.0
35.919978,128.987887,12.9,7.1,72.0
35.924576,128.988098,13.3,7.4,72.0
35.929175,128.988309,13.6,7.6,71.0
35.933774,128.988521,13.8,7.5,69.0
35.938373,128.988732,13.8,7.4,69.0
35.942972,128.988943,13.8,7.4,69.0
35.947571,128.989154,13.7,7.6,70.0
35.95217,128.989366,13.6,7.6,71.0
35.956769,128.989577,13.4,7.4,72.0
35.961368,128.989788,13.4,7.5,72.0
35.965968,128.99,13.6,7.6,71.0
35.970567,128.990211,13.7,7.6,71.0
35.975166,128.990423,13.5,7.5,71.0
35.979766,128.990634,13.5,7.5,72.0
35.984365,128.990845,13.7,7.6,71.0
35.988965,128.991057,13.7,7.5,70.0
35.993565,128.991269,13.7,7.6,71.0
35.998164,128.99148,13.6,7.6,71.0
36.002764,128.991692,13.5,7.6,71.0
36.007364,128.991903,13.5,7.6,71.0
36.011963,128.992115,13.5,7.5,71.0
36.016563,128.992327,13.5,7.5,71.0
36.021163,128.992539,13.5,7.6,71.0
36.025763,128.99275,13.6,7.6,71.0
36.030363,128.992962,13.4,7.5,71.0
36.034963,128.993174,13.2,7.4,72.0
36.039563,128.993386,13.1,7.2,72.0
36.044164,128.993598,13.1,7.2,72.0
36.048764,128.99381,13.3,7.4,72.0
36.053364,128.994022,13.4,7.5,71.0
36.057965,128.994234,13.3,7.4,72.0
36.062565,128.994446,12.9,7.1,72.0
36.067165,128.994658,12.5,6.7,72.0
36.071766,128.99487,12.2,6.4,71.0
36.076366,128.995082,12.1,6.3,71.0
36.080967,128.995294,12.0,6.3,72.0
36.085568,128.995506,12.0,6.3,72.0
36.090168,128.995718,11.9,6.3,72.0
36.094769,128.99593,12.0,6.3,71.0
36.09937,128.996143,12.0,6.3,71.0
36.103971,128.996355,12.2,6.3,70.0
36.108572,128.996567,12.6,6.2,69.0
36.113173,128.99678,12.5,6.1,68.0
36.117774,128.996992,11.9,5.1,67.0
36.122375,128.997204,11.3,4.4,66.0
36.126976,128.997417,11.5,4.7,66.0
36.131577,128.997629,12.2,5.6,68.0
36.136179,128.997842,12.6,6.1,68.0
36.14078,128.998054,12.6,6.2,68.0
36.145381,128.998267,12.5,6.0,68.0
36.149983,128.998479,12.1,5.6,68.0
36.154584,128.998692,11.9,5.1,67.0
36.159186,128.998905,11.6,4.8,66.0
36.163787,128.999117,11.1,4.2,66.0
36.168389,128.99933,10.6,4.4,69.0
35.837037,128.989739,12.9,6.6,68.0
35.841635,128.98995,12.9,6.6,69.0
35.846233,128.990161,12.7,6.6,70.0
35.850831,128.990372,12.7,6.8,71.0
35.855429,128.990583,12.8,7.0,72.0
35.860027,128.990794,12.9,7.1,73.0
35.864625,128.991005,13.0,7.3,73.0
35.869223,128.991216,13.2,7.4,72.0
35.873821,128.991427,13.3,7.4,72.0
35.878419,128.991639,13.1,7.3,72.0
35.883017,128.99185,12.9,7.2,73.0
35.887616,128.992061,12.7,6.9,72.0
35.892214,128.992272,12.7,6.7,71.0
35.896813,128.992484,12.6,6.7,71.0
35.901411,128.992695,12.6,6.6,71.0
35.90601,128.992906,12.6,6.7,71.0
35.910608,128.993118,12.7,6.9,72.0
35.915207,128.993329,12.8,7.0,72.0
35.919806,128.993541,12.8,7.1,72.0
35.924404,128.993752,13.3,7.4,72.0
35.929003,128.993964,13.8,7.6,70.0
35.933602,128.994175,13.8,7.4,69.0
35.938201,128.994387,13.8,7.5,70.0
35.9428,128.994599,13.7,7.6,70.0
35.947399,128.99481,13.6,7.6,71.0
35.951998,128.995022,13.5,7.5,71.0
35.956597,128.995234,13.4,7.5,72.0
35.961196,128.995445,13.6,7.6,71.0
35.965796,128.995657,13.6,7.6,71.0
35.970395,128.995869,13.5,7.5,71.0
35.974994,128.996081,13.3,7.4,72.0
35.979594,128.996293,13.2,7.4,72.0
35.984193,128.996505,13.6,7.6,71.0
35.988793,128.996717,13.7,7.5,70.0
35.993392,128.996929,13.7,7.6,70.0
35.997992,128.997141,13.5,7.5,71.0
36.002592,128.997353,13.3,7.4,72.0
36.007191,128.997565,13.1,7.3,72.0
36.011791,128.997777,13.1,7.3,72.0
36.016391,128.997989,13.2,7.3,72.0
36.020991,128.998201,13.3,7.4,72.0
36.025591,128.998413,13.4,7.5,72.0
36.030191,128.998625,13.4,7.5,71.0
36.034791,128.998838,13.3,7.4,72.0
36.039391,128.99905,13.0,7.2,72.0
36.043991,128.999262,12.9,7.1,72.0
36.048592,128.999474,13.1,7.3,72.0
36.053192,128.999687,13.3,7.4,72.0
36.057792,128.999899,13.3,7.4,72.0
36.062393,129.000112,12.9,7.1,72.0
36.066993,129.000324,12.3,6.5,71.0
36.071594,129.000536,12.2,6.4,71.0
36.076194,129.000749,12.2,6.4,71.0
36.080795,129.000962,12.1,6.3,71.0
36.085395,129.001174,12.1,6.3,71.0
36.089996,129.001387,12.0,6.3,71.0
36.094597,129.001599,11.9,6.2,72.0
36.099198,129.001812,12.0,6.3,72.0
36.103799,129.002025,12.5,6.3,69.0
36.108399,129.002237,12.6,6.2,68.0
36.113,129.00245,12.4,5.9,68.0
36.117601,129.002663,11.7,4.9,67.0
36.122203,129.002876,10.9,4.4,68.0
36.126804,129.003088,10.9,4.4,68.0
36.131405,129.003301,11.7,4.9,66.0
36.136006,129.003514,12.4,6.0,68.0
36.140607,129.003727,12.6,6.2,68.0
36.145209,129.00394,12.4,6.0,68.0
36.14981,129.004153,11.8,5.0,66.0
36.154412,129.004366,11.5,4.6,66.0
36.159013,129.004579,11.2,4.3,66.0
36.163615,129.004792,10.8,4.4,68.0
35.841463,128.995596,12.9,6.6,69.0
35.846061,128.995808,12.8,6.6,69.0
35.850659,128.996019,12.7,6.7,70.0
35.855257,128.996231,12.8,7.0,72.0
35.859855,128.996442,12.9,7.2,73.0
35.864453,128.996654,13.0,7.3,73.0
35.869051,128.996865,13.2,7.4,72.0
35.873649,128.997077,13.3,7.5,72.0
